5150770,2008,1,8,7,1,35,2008-01-08 07:01:35.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0.046,0,0,1919542,0,1,1,1,1
5207448,2008,1,8,5,1,27,2008-01-08 05:01:27.000,2052,12825,,DR6,BestDR6,casjobs,0.046,0,1,1943205,0,1,1,1,1
5207449,2008,2,14,8,2,53,2008-02-14 08:02:53.000,2052,12825,,DR6,BestDR6,casjobs,0.986,0,1,1943205,0,1,1,1,1
5207724,2008,1,8,5,1,25,2008-01-08 05:01:25.000,2052,12825,,DR6,BestDR6,casjobs,6.3000001E-2,0,4,1943256,0,1,1,1,1
5236517,2008,1,8,5,1,26,2008-01-08 05:01:26.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0.046,0,99999999,1863212,1,1,1,1,1
5236518,2008,1,8,5,1,15,2008-01-08 05:01:15.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0.046,0,99999999,1863212,1,1,1,1,1
5236519,2008,1,8,5,1,24,2008-01-08 05:01:24.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0.046,0,99999999,1863212,1,1,1,1,1
5236520,2008,1,8,5,1,3,2008-01-08 05:01:03.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0.046,0,99999999,1863212,1,1,1,1,1
5236521,2008,1,8,5,1,52,2008-01-08 05:01:52.000,2052,12825,,SQL001DBHost,MYDB,casjobs,1.6000001E-2,0,99999999,1863212,1,1,1,1,1
5292010,2008,1,8,7,1,29,2008-01-08 07:01:29.000,2052,12825,,SQL001DBHost,MYDB,casjobs,1.6000001E-2,0,0,2225160,0,1,1,1,1
5292011,2008,1,8,7,1,19,2008-01-08 07:01:19.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0.046,0,0,2225160,0,1,1,1,1
5304588,2008,1,8,7,1,41,2008-01-08 07:01:41.000,2052,12825,,SQL001DBHost,MYDB,casjobs,6.3000001E-2,0,0,1881672,0,1,1,1,1
5313921,2008,1,8,5,1,51,2008-01-08 05:01:51.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0.123,0,0,1979683,0,1,1,1,1
5344964,2008,1,8,5,1,26,2008-01-08 05:01:26.000,2052,12825,,DR6,BestDR6,casjobs,0.14,0,1,1908768,0,1,1,1,1
5345074,2008,1,8,5,1,49,2008-01-08 05:01:49.000,2052,12825,,DR6,BestDR6,casjobs,9.3000002E-2,0,2,1908795,0,1,1,1,1
5351929,2008,1,8,5,1,27,2008-01-08 05:01:27.000,2052,12825,,DR6,BestDR6,casjobs,7.9999998E-2,0,1,1912002,0,1,1,1,1
5441789,2008,1,7,12,1,11,2008-01-07 12:01:11.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0.31,0,1,2015032,0,1,1,1,1
